Model,rep,rTr,rTs
EMDs,8,0.99971789436242,0.759760379911501
RxnNormMDs,9,0.999723967559891,0.736314749388164
RxnNormMDs,8,0.999708485419015,0.73858070829636
BaselineMM,5,0.351199702707999,0.121907236938514
BaselineMM,2,0.36199026184605,0.0790409111075401
BaselineMM,3,0.350680809896297,0.118515248503653
BaselineMM,1,0.346576967274004,0.121186027890898
BaselineMM,4,0.357227237525211,0.086482580168368
BaselineMM,7,0.352699011862834,0.13134217469107
BaselineMM,6,0.335393416682428,0.143626298191792
RxnNormMDs,4,0.999696411377214,0.727205479791303
RxnNormMDs,3,0.99974062466146,0.703134726173457
RxnNormMDs,2,0.999735572223041,0.762954752705111
EMDs,6,0.99967359617706,0.756081340615671
EMDs,5,0.999720535250791,0.758867312688987
EMDs,4,0.999715149006492,0.759362063849087
EMDs,10,0.999698810159149,0.772270210426661
EMDs,2,0.999713875857222,0.785567219000645
EMDs,3,0.999736758800572,0.719992647646542
RxnNormMDs,5,0.999752988377164,0.735857501649107
RxnNormMDs,10,0.999719024666335,0.75511058435078
RxnNormMDs,1,0.999746378456805,0.715056011127666
RxnNormMDs,6,0.999734391832006,0.748466845604039
RxnNormMDs,7,0.99972646689556,0.765270726001099
BaselineMM,5,0.349659820665953,0.12362215233423
BaselineMM,9,0.359244395911609,0.109299200211733
BaselineMM,8,0.360887313135985,0.105000963441381
BaselineMM,4,0.356290751202634,0.0913099099486603
BaselineMM,6,0.336080900369365,0.145681396230973
BaselineMM,3,0.350489492610525,0.108760474823279
BaselineMM,7,0.350693628526955,0.133212952813189
BaselineMM,10,0.367831179380416,0.0751698314056114
BaselineMM,2,0.361066215777528,0.0782227296913862
BaselineMM,1,0.347822683513207,0.116935664155792
EMDs,8,0.999714381963826,0.759938655901703
EMDs,7,0.999709625674364,0.788644198299097
EMDs,5,0.999739739377078,0.754356105466754
EMDs,1,0.999721663600535,0.734168951459569
EMDs,4,0.999739835104611,0.750755046989909
RxnNormMDs,9,0.999738298176667,0.744150047108059
RxnNormMDs,6,0.99971537274233,0.735720725242058
EMDs,3,0.999730095973895,0.721908544940156
EMDs,6,0.999695318350873,0.757884634488331
EMDs,9,0.999739526555619,0.769141724412181
EMDs,2,0.999723951750239,0.765844636292257
EMDs,10,0.999703699506688,0.776533801366645
RxnNormMDs,2,0.999698660491891,0.767111012884975
RxnNormMDs,4,0.999732713592606,0.731781440092583
RxnNormMDs,3,0.9997419425335,0.708338886308562
RxnNormMDs,1,0.999740213028398,0.718199984976977
RxnNormMDs,8,0.999721485762039,0.746700369852647
RxnNormMDs,7,0.999697904163434,0.775723274462487
RxnNormMDs,5,0.999737069530531,0.747874782694477
RxnNormMDs,10,0.999729158927811,0.757464686728022
BaselineMM,2,0.362586572383778,0.0805075794060276
BaselineMM,10,0.369223992228109,0.0730045735045125
BaselineMM,4,0.358262464881774,0.0903566364112545
BaselineMM,9,0.361420149451437,0.111466842306897
BaselineMM,6,0.336375440485563,0.14729677482884
BaselineMM,7,0.354161746219692,0.130992304002876
BaselineMM,1,0.34928164040561,0.112006942758711
BaselineMM,3,0.351286969067097,0.114688152463164
BaselineMM,8,0.361954029440066,0.104489681958523
BaselineMM,5,0.350068770352168,0.12617368093544
EMDs,1,0.999821058665765,0.745082318185099
EMDs,10,0.999789804536732,0.785126717796765
EMDs,5,0.99981455005648,0.767220954841573
EMDs,3,0.999815552454788,0.739859281933102
EMDs,9,0.999796478453814,0.768452698559757
EMDs,6,0.99979646298517,0.76940871549722
EMDs,2,0.999786394685268,0.794742914283004
EMDs,7,0.999807297841184,0.799342761261272
EMDs,8,0.999795243515003,0.766550254227339
RxnNormMDs,6,0.99980534621389,0.759366133737482
EMDs,4,0.99980084071866,0.762052742218044
RxnNormMDs,5,0.999824620208501,0.747202087527396
RxnNormMDs,8,0.999815191122067,0.760832622110731
RxnNormMDs,2,0.999810214075744,0.781308351938074
RxnNormMDs,7,0.999810973010408,0.788502334099534
RxnNormMDs,1,0.999833297123407,0.730783276126184
RxnNormMDs,10,0.999821266756945,0.77216584820667
RxnNormMDs,9,0.999813425356833,0.757313941691235
RxnNormMDs,3,0.999820081886833,0.723080051964499
RxnNormMDs,4,0.999803672066732,0.743746232231534
BaselineMM,1,0.350574596490977,0.108143921494097
BaselineMM,2,0.363060960488426,0.0776516654279739
BaselineMM,5,0.351891473955475,0.124879172876507
BaselineMM,3,0.352942989286859,0.112354840155551
BaselineMM,10,0.369395981516944,0.0745344558439657
BaselineMM,9,0.361819334237741,0.111121475582289
BaselineMM,7,0.354894902563477,0.131685123726213
BaselineMM,8,0.360757944901146,0.106700020720513
BaselineMM,6,0.336072573793129,0.14841476159822
BaselineMM,4,0.359126318751739,0.0879209585796712
EMDs,8,0.99979057681384,0.772953076521917
EMDs,4,0.999798583039787,0.758645914341073
EMDs,6,0.99978275894334,0.768088502283685
EMDs,3,0.999805627558483,0.744557099455767
EMDs,2,0.999792215542843,0.796297581900823
EMDs,9,0.999796374892736,0.773454936662628
EMDs,1,0.999804127089964,0.741815371109155
EMDs,10,0.999805455412722,0.784222724521773
EMDs,7,0.999810162488954,0.797710430713624
EMDs,5,0.999809485599326,0.76700510331987
RxnNormMDs,7,0.999826485612079,0.781146026014956
RxnNormMDs,10,0.999815331130116,0.77123846851344
RxnNormMDs,2,0.999816610848651,0.782569903077325
RxnNormMDs,4,0.999800259159014,0.745961648957621
RxnNormMDs,1,0.999825764466114,0.726470869078811
RxnNormMDs,5,0.999818711674552,0.749181420413118
RxnNormMDs,3,0.999827726310433,0.732055744031289
RxnNormMDs,8,0.999819076372724,0.754184927520795
RxnNormMDs,6,0.999808710336104,0.752624414390564
RxnNormMDs,9,0.999817182435176,0.758053737444774
BaselineMM,6,0.336385832508321,0.147191772909671
BaselineMM,5,0.350351537503352,0.12542293657315
BaselineMM,8,0.361885226852352,0.104399028471935
EMDs,2,0.999786287232552,0.799807276934774
BaselineMM,7,0.354659091899014,0.130554356144936
EMDs,8,0.999788310994542,0.773092376481515
BaselineMM,9,0.361591080922995,0.109298198637554
BaselineMM,4,0.359000307192327,0.0879582954112725
BaselineMM,10,0.368810588898857,0.0742823768006888
BaselineMM,1,0.350381806178482,0.110846592932799
BaselineMM,2,0.362337530750846,0.0771985420254708
BaselineMM,3,0.353309280337972,0.111774344731129
RxnNormMDs,6,0.999814114882054,0.757614980874913
RxnNormMDs,8,0.999813643426552,0.756361469328133
RxnNormMDs,1,0.999836704871383,0.72491553090147
EMDs,7,0.99979718021521,0.801366022312216
EMDs,6,0.999781907491436,0.770355355171251
EMDs,10,0.999812725108726,0.784215640695482
EMDs,1,0.999821217089006,0.746418127319363
EMDs,3,0.999809792042876,0.741759434360575
EMDs,5,0.999807797144768,0.772926970384595
EMDs,9,0.999799960873622,0.768739407273946
EMDs,4,0.999795634786777,0.762801866279518
RxnNormMDs,9,0.999810169731741,0.757014240591207
RxnNormMDs,7,0.999827475128046,0.792564666018291
RxnNormMDs,10,0.999816389966983,0.772421653467374
RxnNormMDs,2,0.999809663331834,0.776349629153675
RxnNormMDs,5,0.999819054700625,0.754481275939492
RxnNormMDs,3,0.999822954723469,0.731113290069932
RxnNormMDs,4,0.99980375072088,0.745670865891235
BaselineMM,2,0.361141020050195,0.0759498408154267
BaselineMM,3,0.353155806857211,0.109685343471458
BaselineMM,5,0.349496660011915,0.124728010178601
BaselineMM,1,0.346898295483243,0.113029707215244
BaselineMM,7,0.354441291156369,0.1302987340775
BaselineMM,10,0.367651374027055,0.0795667961231448
BaselineMM,4,0.358283812743733,0.0894649002785555
BaselineMM,6,0.336802546579996,0.140803873613448
BaselineMM,9,0.36072360364275,0.107133636776261
BaselineMM,8,0.35917087711293,0.103933405910759
EMDs,6,0.999718305602507,0.766527014037137
EMDs,4,0.999691427812196,0.752971072972279
EMDs,10,0.99967035590681,0.775374484624416
EMDs,2,0.999706546444371,0.779441588042914
EMDs,5,0.999733176430287,0.754497522651843
EMDs,3,0.999728662664617,0.742980863158749
RxnNormMDs,9,0.999727527216976,0.750061990375895
RxnNormMDs,10,0.999722350617317,0.750779677988532
EMDs,7,0.999736912002764,0.785873357580251
EMDs,1,0.999721044633823,0.728670136330431
EMDs,9,0.999735552402483,0.751820537916103
EMDs,8,0.9996978821918,0.753363818710661
RxnNormMDs,5,0.999757471193909,0.743308241161381
RxnNormMDs,6,0.999712291593886,0.738916720270156
RxnNormMDs,2,0.99973335988805,0.767566373579302
RxnNormMDs,7,0.999732199602576,0.775974034264682
RxnNormMDs,8,0.999710434612214,0.734000307890362
RxnNormMDs,1,0.999746080526096,0.703876326947308
RxnNormMDs,4,0.999737931253364,0.736064844279218
RxnNormMDs,3,0.99974983817481,0.711279010223788
BaselineMM,1,0.34807798568686,0.109583023665095
BaselineMM,9,0.358139800275186,0.112135648395011
BaselineMM,2,0.361047964220917,0.0770089826815156
BaselineMM,10,0.368905160645884,0.0734866063225706
BaselineMM,3,0.350424857661558,0.114604258722253
BaselineMM,7,0.354047679706915,0.129118419861945
BaselineMM,8,0.361985084925879,0.100561875300507
BaselineMM,5,0.350300870403282,0.130310071657146
BaselineMM,4,0.358042782063049,0.0943174981386323
BaselineMM,6,0.332734999003717,0.14520295286085
EMDs,9,0.999743622855508,0.756584904500598
EMDs,10,0.999713158707296,0.775759856458749
EMDs,8,0.999723312986654,0.750618788331132
EMDs,1,0.999728437482938,0.740992989785284
EMDs,4,0.99970169859427,0.740034288054135
EMDs,3,0.999745840936576,0.726939027323013
EMDs,5,0.999715563529297,0.764365618205048
EMDs,7,0.999703380298694,0.784832614540763
EMDs,6,0.999734545822623,0.753481768399719
EMDs,2,0.999703663049991,0.777837045230453
RxnNormMDs,2,0.99969252485721,0.761991531495827
RxnNormMDs,3,0.99974038744702,0.715232182793077
RxnNormMDs,10,0.999738715222782,0.749929279138054
RxnNormMDs,6,0.999743268646789,0.745837750842269
RxnNormMDs,5,0.999748870636386,0.734321158218885
RxnNormMDs,9,0.999742530518325,0.737169919217225
RxnNormMDs,1,0.999730603518157,0.71936854144394
RxnNormMDs,4,0.999709721153214,0.72004596993416
RxnNormMDs,7,0.999712723364229,0.766464185539476
RxnNormMDs,8,0.999705220219483,0.739929732090908
BaselineMM,8,0.36167160302303,0.100625289175455
BaselineMM,6,0.335689532705929,0.144974014761376
BaselineMM,10,0.36822519801905,0.0749367744959674
BaselineMM,3,0.3511145500882,0.114200870610408
BaselineMM,9,0.360138087828779,0.108743111205882
BaselineMM,5,0.34824458903924,0.124045869506074
BaselineMM,4,0.357576977709429,0.089027998295376
BaselineMM,7,0.351318165074911,0.134372775404265
BaselineMM,2,0.361800935949686,0.0824492271345248
BaselineMM,1,0.349351421031573,0.108870836146062
EMDs,1,0.99975238683153,0.732266422616205
EMDs,7,0.999728236857946,0.789396188669379
EMDs,8,0.99971266091439,0.747493036511682
EMDs,2,0.999679197397043,0.776821401403794
EMDs,4,0.999723195702091,0.748202250542211
EMDs,9,0.999712515771308,0.75163707869618
EMDs,5,0.999738234964113,0.753152958424334
EMDs,10,0.999679346628369,0.761479473110148
EMDs,6,0.999662708999964,0.75868478191719
EMDs,3,0.999738575142593,0.732171763405728
RxnNormMDs,8,0.999760442033997,0.749246570861604
RxnNormMDs,5,0.999719229496759,0.740794440851707
RxnNormMDs,9,0.999714301796862,0.740796558978099
RxnNormMDs,4,0.999731055985057,0.723611723545326
RxnNormMDs,10,0.999718233135417,0.760638045992274
RxnNormMDs,2,0.999744551628435,0.773314763234813
RxnNormMDs,7,0.999723277695637,0.779921748747728
RxnNormMDs,6,0.999742386439888,0.735376139875791
RxnNormMDs,3,0.999723464677072,0.712660864732491
RxnNormMDs,1,0.999763101758435,0.7192269473616
BaselineMM,2,0.362742647312114,0.0774890273350879
EMDs,1,0.999739258250086,0.732843715568849
EMDs,8,0.999704400020181,0.752578919612213
EMDs,2,0.999689753790973,0.774894978792248
EMDs,7,0.999689759243164,0.77919129942249
RxnNormMDs,1,0.999726132413827,0.708874726958319
RxnNormMDs,9,0.999727206957513,0.729203207987694
RxnNormMDs,8,0.99972784862792,0.740054130561004
BaselineMM,3,0.352269860341974,0.107217177548767
BaselineMM,4,0.358040550479415,0.0867142690265406
BaselineMM,1,0.348547884644764,0.105379360579702
BaselineMM,9,0.359284489324667,0.112742589289923
BaselineMM,6,0.334379791830242,0.146542290156183
BaselineMM,5,0.352477607153295,0.123145229168744
BaselineMM,7,0.353791127024502,0.132111481379393
BaselineMM,8,0.358342955807257,0.108508518936786
BaselineMM,10,0.366841798645431,0.0753401922262031
RxnNormMDs,5,0.999737196520444,0.727666675360143
EMDs,5,0.999727868765477,0.75350725851324
EMDs,9,0.99975314898289,0.75371907062969
EMDs,3,0.999732769259601,0.73888241261642
EMDs,6,0.999740970888901,0.756753428757717
EMDs,10,0.999685915848819,0.771451031190078
EMDs,4,0.999728699776723,0.737777312289342
RxnNormMDs,6,0.999727492057079,0.739239454260039
RxnNormMDs,2,0.999737226445207,0.761873700048528
RxnNormMDs,4,0.999732276727667,0.73131727483458
RxnNormMDs,7,0.999738406842834,0.765054235872749
RxnNormMDs,3,0.999745960023069,0.709976449185283
RxnNormMDs,10,0.999732082835384,0.763505211855811
BaselineMM,1,0.347369001605258,0.11407280811662
EMDs,1,0.99973021874214,0.729096674792656
EMDs,8,0.999731255402586,0.747029163804025
EMDs,6,0.999710376636028,0.763101352194214
RxnNormMDs,1,0.999733413597734,0.718461557342726
RxnNormMDs,8,0.999747701059433,0.736026848113128
RxnNormMDs,9,0.999728512159603,0.747959840626337
BaselineMM,10,0.367973324754376,0.0774503591955075
BaselineMM,2,0.360905873875297,0.0781947282801051
BaselineMM,5,0.350015216266035,0.120966743894
BaselineMM,9,0.359998783192939,0.110243294539761
BaselineMM,8,0.360840224459994,0.102511291269271
BaselineMM,7,0.353522450444245,0.133199016178377
BaselineMM,3,0.349931049823609,0.111799857489502
BaselineMM,4,0.3574129183522,0.088657644526897
BaselineMM,6,0.333520677278703,0.151613305616079
RxnNormMDs,7,0.999732661485847,0.772676761278866
EMDs,4,0.999708140064745,0.745190845225022
EMDs,7,0.999729650759039,0.78613801396115
EMDs,2,0.999717972209816,0.781999507387004
EMDs,5,0.999734513909787,0.765718428582982
EMDs,9,0.999696396347096,0.756762196975817
EMDs,3,0.999753861105504,0.743452342888166
EMDs,10,0.999730667260491,0.774387229439512
RxnNormMDs,2,0.999736611069007,0.750555868206017
RxnNormMDs,3,0.999733163149985,0.721470414986236
RxnNormMDs,4,0.999724207718009,0.725750627496483
RxnNormMDs,5,0.999739150738899,0.729985504899552
RxnNormMDs,10,0.999732695032684,0.751088611727414
RxnNormMDs,6,0.999720694860003,0.73344545798669
BaselineMM,3,0.3524502995198,0.107828037978901
BaselineMM,4,0.35623354868197,0.0947226534355815
BaselineMM,6,0.332961222970118,0.149089144350238
BaselineMM,1,0.349172087047879,0.103904629248541
BaselineMM,5,0.34947694345705,0.126708895922124
BaselineMM,2,0.363334390927969,0.0749130123550049
BaselineMM,9,0.361238437749848,0.102361955661246
BaselineMM,7,0.354751448282274,0.130130906636326
BaselineMM,8,0.359983523783742,0.108992226725662
BaselineMM,10,0.365822653328254,0.0805533784976975
EMDs,4,0.999684792323975,0.752043098401232
EMDs,5,0.999692994213197,0.747153065010002
EMDs,10,0.999701701091757,0.78074888468604
EMDs,9,0.999718456305539,0.772689361187145
EMDs,2,0.999721095371933,0.779441445165129
EMDs,3,0.999740999204704,0.734122581855589
EMDs,1,0.999743262655378,0.730648323906636
EMDs,8,0.999727505480831,0.760063667910123
EMDs,6,0.99970984810212,0.755527719854464
EMDs,7,0.999707473871855,0.787674972846314
RxnNormMDs,3,0.999752831622242,0.720421792969679
RxnNormMDs,7,0.999734483406416,0.768377830212643
RxnNormMDs,2,0.999734303268756,0.755870612202707
RxnNormMDs,9,0.999712028093211,0.737037762536588
RxnNormMDs,4,0.999717295090704,0.731683883168341
RxnNormMDs,10,0.999753603713838,0.752193410945653
RxnNormMDs,1,0.999738021178457,0.718753559906299
RxnNormMDs,8,0.999712767350914,0.735004942024736
RxnNormMDs,5,0.999712973398329,0.74057480013819
RxnNormMDs,6,0.999697721205561,0.736935641256903
BaselineMM,4,0.357963283359955,0.0875247339358841
EMDs,8,0.999704334861593,0.755273853405825
RxnNormMDs,2,0.999723213554331,0.763189774767548
EMDs,4,0.99966139447311,0.749123141269506
BaselineMM,10,0.36645503053081,0.0765989462503315
RxnNormMDs,10,0.999751387173333,0.749154596555269
BaselineMM,7,0.354305975621394,0.132021502865552
BaselineMM,6,0.334600861320794,0.148936363970762
BaselineMM,1,0.348903535464422,0.109468254061646
BaselineMM,8,0.360545390276635,0.106987615068797
BaselineMM,5,0.351095710564525,0.12377101347344
BaselineMM,9,0.359798527057391,0.112744050720099
BaselineMM,3,0.350508260254367,0.118405952078275
BaselineMM,2,0.36481482099423,0.07048114004378
EMDs,2,0.999705794634116,0.784671729341179
EMDs,9,0.999708391976523,0.766928101987569
EMDs,10,0.999707701180686,0.777115280704258
EMDs,7,0.999731355652816,0.783716866192893
RxnNormMDs,7,0.999743866724626,0.772408146467192
EMDs,5,0.99973521966185,0.755807715011723
EMDs,6,0.999706672837831,0.759789929609912
EMDs,3,0.999723149112903,0.727380753151812
EMDs,1,0.999710209514854,0.72972752532364
RxnNormMDs,3,0.999739579987988,0.702590234293231
RxnNormMDs,6,0.99976051499203,0.730345786086039
RxnNormMDs,8,0.999734703249318,0.744195756083532
RxnNormMDs,9,0.999728933579406,0.740261449397832
RxnNormMDs,4,0.999738660457057,0.728378425387765
RxnNormMDs,1,0.999733007292052,0.714665106330628
RxnNormMDs,5,0.999745851523583,0.734007799144641
BaselineMM,4,0.357214188082695,0.0874316771558633
BaselineMM,8,0.358326311498324,0.10567978161182
BaselineMM,10,0.367855243029522,0.0741705939419859
BaselineMM,7,0.354484089149781,0.136991136086559
BaselineMM,5,0.347839807421568,0.128422141003751
BaselineMM,2,0.36073327184374,0.0815668233338853
BaselineMM,1,0.347334824243709,0.109793760781277
BaselineMM,6,0.334809205137143,0.15170176646534
BaselineMM,9,0.361031984174161,0.113189727332236
BaselineMM,3,0.35084962903324,0.117228755140817
EMDs,2,0.999659189359639,0.77820562294001
EMDs,3,0.999750613440697,0.726233804482721
EMDs,8,0.999708044869684,0.761763144992697
EMDs,6,0.999701004385869,0.758202500835204
EMDs,9,0.999686778922911,0.750620802102222
EMDs,7,0.999732295084712,0.783372206897208
EMDs,10,0.999715237602044,0.767765124264392
EMDs,4,0.999725119553598,0.738756266662948
EMDs,5,0.999746052255419,0.751204325999295
EMDs,1,0.999726965803645,0.738315101777474
RxnNormMDs,3,0.999741756252118,0.723669554187345
RxnNormMDs,9,0.999716240873035,0.744416763815894
RxnNormMDs,7,0.999736228007632,0.772208800569126
RxnNormMDs,2,0.999720002815376,0.76063989151867
RxnNormMDs,1,0.999738470152908,0.7107037099727
RxnNormMDs,5,0.999743208496108,0.726155119230605
RxnNormMDs,4,0.999733475113403,0.730901729959772
RxnNormMDs,6,0.999737675538268,0.738508060001157
RxnNormMDs,10,0.999746725141587,0.756851052205437
RxnNormMDs,8,0.99973298341096,0.735921255625639
BaselineMM,3,0.351544537530268,0.11358230951179
BaselineMM,7,0.354425786188557,0.130253502923226
BaselineMM,4,0.358708135809775,0.0889152645343647
BaselineMM,8,0.36073478232061,0.106578166464664
BaselineMM,1,0.350420742946169,0.107299819759518
BaselineMM,6,0.335096750825634,0.148806513000254
BaselineMM,9,0.36023787696356,0.110637973978365
BaselineMM,5,0.350062789803591,0.12540945656572
BaselineMM,2,0.36436371737634,0.0757675039363895
BaselineMM,10,0.368000075134704,0.0765353133215605
EMDs,3,0.99981389577934,0.742268746181482
EMDs,5,0.99982504094112,0.771676556628764
EMDs,4,0.999791619654041,0.76215520650795
EMDs,8,0.999790953859869,0.769632957860593
EMDs,1,0.999810098972457,0.748728677934903
EMDs,9,0.999791462407114,0.77553394546005
EMDs,6,0.999765946668963,0.769579565037812
EMDs,7,0.999794717218097,0.801469872768162
EMDs,10,0.999793223118413,0.784087660318514
EMDs,2,0.999794475290379,0.793360345620197
RxnNormMDs,2,0.999817551087126,0.774228213360172
RxnNormMDs,6,0.999807180326865,0.760236687470231
RxnNormMDs,10,0.999826862482538,0.770746410627758
RxnNormMDs,7,0.999824869655256,0.787965379424519
RxnNormMDs,3,0.999823031142395,0.731510162018881
RxnNormMDs,9,0.999815059422837,0.758262210462667
RxnNormMDs,4,0.999803785106453,0.744983618952108
RxnNormMDs,5,0.999830599906156,0.757507794807501
RxnNormMDs,8,0.999799684643266,0.762040939342405
RxnNormMDs,1,0.999832929708565,0.727410534014845
BaselineMM,10,0.368733275603122,0.0755401039533669
BaselineMM,4,0.358852954911209,0.0891431313201656
BaselineMM,3,0.352035276140604,0.111405048881268
BaselineMM,7,0.35427526797698,0.129625569121091
BaselineMM,6,0.337043330924727,0.145241237615337
BaselineMM,2,0.363715809704525,0.0775408470338785
BaselineMM,1,0.349589663328312,0.109958476870793
BaselineMM,9,0.361305962604128,0.109484022418778
BaselineMM,8,0.361242266656475,0.104006405638579
BaselineMM,5,0.351040974243392,0.126269424087809
EMDs,7,0.999801060073598,0.79950496129169
EMDs,6,0.999789843565328,0.771598836215035
EMDs,10,0.99979821374841,0.787776224940438
EMDs,8,0.999801384814665,0.773211744651765
EMDs,1,0.999811949548471,0.741862273522761
EMDs,4,0.999786547079946,0.759373868215498
EMDs,2,0.999802816466919,0.79647431651355
EMDs,3,0.999817088813528,0.748646142624016
EMDs,9,0.999791054033559,0.774968651633592
EMDs,5,0.99981296166521,0.76851149059289
RxnNormMDs,7,0.999816945064127,0.785613223924083
RxnNormMDs,10,0.999815838359042,0.771276233495738
RxnNormMDs,3,0.999820758249905,0.732752420437679
RxnNormMDs,4,0.999809778313725,0.741531928512519
RxnNormMDs,1,0.999826249178186,0.734163400917221
RxnNormMDs,9,0.999815957851182,0.754126174130408
RxnNormMDs,8,0.9998099243625,0.756064397608665
RxnNormMDs,6,0.99980369686984,0.758447508712255
RxnNormMDs,5,0.999822295169108,0.746640842396942
RxnNormMDs,2,0.999811148719363,0.778536059966156
BaselineMM,2,0.36329403618734,0.0788094975333903
BaselineMM,5,0.351122246543547,0.121869002024422
BaselineMM,4,0.359134826572944,0.0888015004094003
BaselineMM,9,0.361550527566658,0.107980616138366
BaselineMM,6,0.336701427493988,0.14685582966315
BaselineMM,3,0.352124263769413,0.11109203052964
BaselineMM,7,0.354312798469593,0.130480119610513
BaselineMM,10,0.368634369232275,0.0754317786005528
BaselineMM,8,0.360299132217736,0.104842485774802
BaselineMM,1,0.349613898848989,0.110499622430683
EMDs,5,0.999805371772249,0.767637466021682
EMDs,8,0.999801824852084,0.770766195372354
EMDs,2,0.999799636897245,0.795465206387672
EMDs,7,0.999810144903491,0.799243982506803
EMDs,1,0.999804762910576,0.745895984235671
EMDs,4,0.999788300844831,0.756476911120697
EMDs,6,0.999785853076707,0.768122105320228
EMDs,10,0.99978553661206,0.782647808466765
EMDs,9,0.999798038685364,0.773380601678677
EMDs,3,0.999801663324757,0.741718552808648
RxnNormMDs,4,0.999817624747638,0.746487974484942
RxnNormMDs,9,0.999823102874701,0.757583733507623
RxnNormMDs,6,0.999810121007859,0.75577521326952
RxnNormMDs,2,0.999808812264669,0.782372780194009
RxnNormMDs,1,0.999831230027373,0.726724138448446
RxnNormMDs,7,0.999818606910984,0.791141997734816
RxnNormMDs,10,0.999819734173515,0.772469680020625
RxnNormMDs,3,0.999831436187127,0.726400132253285
RxnNormMDs,5,0.999829067885103,0.749390823849183
RxnNormMDs,8,0.999809651404575,0.759810525304732
BaselineMM,10,0.369046775209149,0.0771824526246511
BaselineMM,9,0.360272372331302,0.112204106032652
BaselineMM,2,0.363695648836409,0.0733190367337933
BaselineMM,3,0.351611298206984,0.1114057177385
BaselineMM,1,0.349109094472719,0.111356472811232
BaselineMM,5,0.351073521135884,0.124029919696159
BaselineMM,7,0.35473538958407,0.132438030169878
BaselineMM,8,0.360625029234223,0.102451837119297
BaselineMM,6,0.335950145416392,0.152035162936738
BaselineMM,4,0.359162006890295,0.0877410163113423
EMDs,3,0.999814643887215,0.747982787225046
EMDs,6,0.999799621714527,0.767857453059306
EMDs,4,0.999795230620298,0.7670440470687
EMDs,10,0.999783891213401,0.784829953243492
RxnNormMDs,10,0.999813275058089,0.77074902017454
EMDs,8,0.999801638199042,0.775653455268508
EMDs,9,0.999798729295664,0.769492439833238
EMDs,2,0.999797586109838,0.795475881597066
EMDs,1,0.99981420364544,0.741303038462075
EMDs,5,0.999804945117798,0.76397125041785
EMDs,7,0.999810066081983,0.794609117113794
RxnNormMDs,1,0.999832360462424,0.730469283890687
RxnNormMDs,7,0.999823508653834,0.785001162131442
RxnNormMDs,2,0.999798967348098,0.785270252370452
RxnNormMDs,3,0.99983202548871,0.719876726656875
RxnNormMDs,5,0.999833513552153,0.751300761374644
RxnNormMDs,6,0.999810843446131,0.752073133446997
RxnNormMDs,8,0.999821926317561,0.761231378517469
RxnNormMDs,9,0.999808975551061,0.760417452503399
RxnNormMDs,4,0.999810993637207,0.745492140795033
BaselineMM,4,0.359716163088787,0.084959640528241
BaselineMM,3,0.352531609365383,0.109034793394529
BaselineMM,7,0.3525603329398,0.133568885865905
BaselineMM,1,0.348408793366267,0.114199420472373
BaselineMM,5,0.350468348394996,0.121864267657159
BaselineMM,2,0.362086011270666,0.0797293837792663
BaselineMM,10,0.370900868474704,0.069472030896581
BaselineMM,6,0.334554100929631,0.150700692934357
BaselineMM,9,0.35780413580768,0.120406686581744
BaselineMM,8,0.358448811490683,0.111002287895684
EMDs,4,0.999704566108537,0.750990912440525
EMDs,2,0.999692287937692,0.776975648099078
EMDs,1,0.999720292360451,0.727664059445496
EMDs,3,0.99973699109698,0.736563406910257
EMDs,7,0.999709987762309,0.783056285047164
EMDs,5,0.999729910468467,0.749639006855437
EMDs,10,0.999691448261922,0.775177337227316
EMDs,6,0.999711444544426,0.756044542474067
EMDs,9,0.999704922112854,0.759526032150507
EMDs,8,0.999682901352397,0.752869600907387
RxnNormMDs,2,0.999717894680101,0.764527388152767
RxnNormMDs,3,0.999734178755849,0.704170048293068
RxnNormMDs,8,0.999727080211788,0.733654506008465
RxnNormMDs,10,0.999728513590022,0.75288381354773
RxnNormMDs,5,0.999731565494759,0.740324672458108
RxnNormMDs,9,0.999733104401543,0.735649647097804
RxnNormMDs,7,0.999731447883235,0.776745196171132
RxnNormMDs,6,0.999764577698409,0.741121935709575
RxnNormMDs,4,0.999715727577712,0.724520505934711
RxnNormMDs,1,0.999736500612547,0.712660577449521
BaselineMM,2,0.363530313913717,0.0756703986916746
BaselineMM,8,0.360910611751934,0.107680746920881
BaselineMM,9,0.358926874844969,0.109035101598233
EMDs,10,0.999722454909171,0.770400612542039
BaselineMM,1,0.351155373060873,0.106092260879377
BaselineMM,5,0.352362211481086,0.122039457786194
BaselineMM,4,0.357642132254285,0.0842540781470231
BaselineMM,3,0.352091987116994,0.110733391997091
BaselineMM,10,0.367405161945157,0.079957914093095
BaselineMM,7,0.353271605836029,0.127802976400529
BaselineMM,6,0.335228870706538,0.146315832760821
RxnNormMDs,10,0.999729621267911,0.741259860429124
EMDs,7,0.99973652007594,0.787950399447227
EMDs,8,0.999697080160396,0.759064748797164
EMDs,9,0.999742833755472,0.759077946152685
EMDs,6,0.999709247841371,0.761287833806851
EMDs,3,0.99971881758837,0.729868188915923
RxnNormMDs,9,0.999720251715789,0.742052743026145
EMDs,1,0.999723631617862,0.724077168507655
EMDs,4,0.999718448767087,0.756753666832441
EMDs,2,0.99966810256279,0.774820086249494
EMDs,5,0.999702122275552,0.753835675066385
RxnNormMDs,2,0.999725253778198,0.755666112754345
